CASE#,DATE  OF O,BLOCK,IUCR,PRIMARY DE,SECONDARY,LOCATION D,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINA,Y COORDINA,LATITUDE,LONGITUDE,LOCATION
JC143065,02/07/2019 12:19:00 AM,028XX W FLOURNOY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1135,28,08B,1157568,1896907,41.872871924999998,-87.696962349000003,"(41.872871925, -87.696962349)"
JC143084,02/07/2019 12:27:00 AM,013XX S WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,131,3,08B,1176978,1894244,41.865147497999999,-87.625780301000006,"(41.865147498, -87.625780301)"
JC143202,02/07/2019 01:00:00 AM,012XX W LAKE ST,0810,THEFT,OVER $500,STREET,N,N,1215,27,06,1168330,1901590,41.885496686000003,-87.657314706999998,"(41.885496686, -87.657314707)"
JC150826,02/07/2019 01:55:00 AM,024XX W WASHBURNE AVE,1585,SEX OFFENSE,OTHER,RESIDENCE,N,Y,1023,28,17,1160347,1894206,41.865403131000001,-87.686834013999999,"(41.865403131, -87.686834014)"
JC143117,02/07/2019 02:10:00 AM,023XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,DRIVEWAY - RESIDENTIAL,Y,N,1225,27,14,1160842,1898642,41.877565687999997,-87.684893829000004,"(41.877565688, -87.684893829)"
JC143132,02/07/2019 03:28:00 AM,003XX N STATE ST,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,1831,42,08A,1176300,1902537,41.887919287999999,-87.628019051999999,"(41.887919288, -87.628019052)"
JC143171,02/07/2019 04:30:00 AM,001XX N MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,111,42,07,1177276,1901405,41.884790950999999,-87.624469241000000,"(41.884790951, -87.624469241)"
JC143148,02/07/2019 04:45:00 AM,002XX S STATE ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,N,N,113,42,03,1176417,1899156,41.878638995999999,-87.627691486000003,"(41.878638996, -87.627691486)"
JC143145,02/07/2019 04:53:00 AM,015XX S LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1014,24,08B,1151960,1892197,41.860059395999997,-87.717676069999996,"(41.860059396, -87.71767607)"
JC144279,02/07/2019 05:00:00 AM,038XX W FLOURNOY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1133,24,08B,1150859,1896754,41.872585925000003,-87.721598377999996,"(41.872585925, -87.721598378)"
JC143151,02/07/2019 05:00:00 AM,0000X E HURON ST,0560,ASSAULT,SIMPLE,STREET,N,N,1834,42,08A,1176469,1905078,41.894888109999997,-87.627321655000003,"(41.89488811, -87.627321655)"
JC143440,02/07/2019 06:00:00 AM,011XX S STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,N,N,123,4,06,1176516,1895361,41.868223053000001,-87.627442576999997,"(41.868223053, -87.627442577)"
JC143998,02/07/2019 06:45:00 AM,004XX E ILLINOIS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,1834,42,14,1179473,1903714,41.891076873000003,-87.616330790000006,"(41.891076873, -87.61633079)"
JC145915,02/07/2019 07:00:00 AM,022XX W RACE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1221,26,05,1161453,1903708,41.891454541000002,-87.682509328999998,"(41.891454541, -87.682509329)"
JC143208,02/07/2019 07:00:00 AM,018XX W HUBBARD ST,0810,THEFT,OVER $500,STREET,N,N,1221,27,06,1164061,1903120,41.889786340999997,-87.672948000999995,"(41.889786341, -87.672948001)"
JC143201,02/07/2019 07:10:00 AM,021XX W HARRISON ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER,Y,N,1225,28,18,1162250,1897350,41.873991017999998,-87.679760150000007,"(41.873991018, -87.67976015)"
JC146351,02/07/2019 07:45:00 AM,027XX W ADAMS ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),N,N,1125,27,26,1158118,1898911,41.878359889000002,-87.694888308000003,"(41.878359889, -87.694888308)"
JC143497,02/07/2019 08:00:00 AM,041XX W MAYPOLE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,1114,28,05,1148812,1901133,41.884642184999997,-87.729000694000007,"(41.884642185, -87.729000694)"
JC143962,02/07/2019 08:00:00 AM,030XX W FRANKLIN BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,1221,27,06,1155800,1903175,41.890107723000000,-87.703284580000002,"(41.890107723, -87.70328458)"
JC143981,02/07/2019 08:00:00 AM,043XX W WASHINGTON BLVD,0890,THEFT,FROM BUILDING,"SCHOOL, PRIVATE, BUILDING",N,N,1115,28,06,1147484,1900142,41.881948328000000,-87.733902763000003,"(41.881948328, -87.733902763)"
JC143255,02/07/2019 08:19:00 AM,011XX S CANAL ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,PARKING LOT/GARAGE(NON.RESID.),N,N,124,25,11,1173303,1895451,41.868541913999998,-87.639235361000004,"(41.868541914, -87.639235361)"
JC143274,02/07/2019 08:35:00 AM,039XX W MADISON ST,0560,ASSAULT,SIMPLE,RESTAURANT,N,N,1122,28,08A,1150223,1899725,41.880751095999997,-87.723855981000000,"(41.880751096, -87.723855981)"
JC144586,02/07/2019 09:00:00 AM,028XX W 21ST PL,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",N,N,1023,12,06,1157731,1889593,41.852798229000001,-87.696563069999996,"(41.852798229, -87.69656307)"
JC143548,02/07/2019 09:00:00 AM,041XX W MAYPOLE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,1114,28,11,1148812,1901133,41.884642184999997,-87.729000694000007,"(41.884642185, -87.729000694)"
JC143378,02/07/2019 09:06:00 AM,005XX S PULASKI RD,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,N,N,1132,24,15,1149812,1897228,41.873907045999999,-87.725430093000000,"(41.873907046, -87.725430093)"
JC143344,02/07/2019 09:10:00 AM,042XX W 14TH ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,Y,N,1011,24,18,1148193,1893035,41.862432263000002,-87.731482280999998,"(41.862432263, -87.731482281)"
JC143315,02/07/2019 09:10:00 AM,027XX W CERMAK RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,1023,12,06,1158262,1889274,41.851912036000002,-87.694622835000004,"(41.851912036, -87.694622835)"
JC143386,02/07/2019 09:15:00 AM,002XX N HAMLIN BLVD,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,N,N,1122,28,04A,1151016,1901153,41.884654191000003,-87.720906709000005,"(41.884654191, -87.720906709)"
JC143330,02/07/2019 09:25:00 AM,005XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA BUS,N,N,114,42,08B,1177363,1897985,41.875404310000000,-87.624253530000004,"(41.87540431, -87.62425353)"
JC143435,02/07/2019 09:30:00 AM,0000X E WASHINGTON ST,0890,THEFT,FROM BUILDING,OTHER,N,N,112,42,06,1176641,1900827,41.883219257999997,-87.626818502999996,"(41.883219258, -87.626818503)"
JC143343,02/07/2019 09:30:00 AM,029XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,1124,27,08A,1156858,1898551,41.877397639999998,-87.699524527999998,"(41.87739764, -87.699524528)"
JC145588,02/07/2019 09:30:00 AM,021XX W 21ST PL,0460,BATTERY,SIMPLE,APARTMENT,N,N,1234,25,08B,1162500,1889721,41.853051094999998,-87.679055735999995,"(41.853051095, -87.679055736)"
JC143351,02/07/2019 09:40:00 AM,007XX N PULASKI RD,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",N,N,1111,37,08B,1149590,1904648,41.894272651000001,-87.726052394000007,"(41.894272651, -87.726052394)"
JC143349,02/07/2019 09:41:00 AM,040XX W LAKE ST,0560,ASSAULT,SIMPLE,CTA STATION,N,N,1114,28,08A,1149512,1901446,41.885487535000003,-87.726422045000007,"(41.885487535, -87.726422045)"
JC143353,02/07/2019 09:45:00 AM,032XX W MADISON ST,0560,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,Y,N,1123,28,08A,1154883,1899837,41.880966348000001,-87.706741745000002,"(41.880966348, -87.706741745)"
JC143389,02/07/2019 10:00:00 AM,0000X W WASHINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GOVERNMENT BUILDING/PROPERTY,N,Y,111,42,08B,1175800,1900817,41.883210775000002,-87.629906972000001,"(41.883210775, -87.629906972)"
JC143574,02/07/2019 10:09:00 AM,020XX W 21ST PL,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,1234,25,11,1163004,1889734,41.853076215000002,-87.677205525000005,"(41.853076215, -87.677205525)"
JC144688,02/07/2019 10:15:00 AM,001XX N STATE ST,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,N,N,111,42,06,1176352,1900927,41.883500187000003,-87.627876697999994,"(41.883500187, -87.627876698)"
JC143422,02/07/2019 10:22:00 AM,028XX W LEXINGTON ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,Y,Y,1135,28,04B,1157543,1896575,41.871961392000003,-87.697063172000000,"(41.871961392, -87.697063172)"
JC143550,02/07/2019 10:45:00 AM,006XX N LAWNDALE AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",N,N,1122,27,08B,1151604,1904073,41.892655437999998,-87.718670665999994,"(41.892655438, -87.718670666)"
JC143425,02/07/2019 10:46:00 AM,0000X E OHIO ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1834,42,08B,1176771,1904213,41.892507682000002,-87.626238685999994,"(41.892507682, -87.626238686)"
JC143414,02/07/2019 10:54:00 AM,010XX W FULTON MARKET,0820,THEFT,$500 AND UNDER,CONSTRUCTION SITE,N,N,1214,27,06,1169647,1902052,41.886735874000003,-87.652465000000007,"(41.886735874, -87.652465)"
JC143436,02/07/2019 10:56:00 AM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,112,42,06,1176364,1900524,41.882394062000003,-87.627844797999998,"(41.882394062, -87.627844798)"
JC143460,02/07/2019 10:58:00 AM,002XX S STATE ST,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,113,42,08A,1176413,1899313,41.879069903000001,-87.627701434000002,"(41.879069903, -87.627701434)"
JC152151,02/07/2019 11:00:00 AM,023XX W HURON ST,0810,THEFT,OVER $500,RESIDENCE,N,N,1221,1,06,1160780,1904616,41.893960149999998,-87.684955744000007,"(41.89396015, -87.684955744)"
JC143513,02/07/2019 11:00:00 AM,0000X W WACKER DR,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,N,N,111,42,06,1176020,1902133,41.886817000999997,-87.629059468999998,"(41.886817001, -87.629059469)"
JC143565,02/07/2019 11:00:00 AM,0000X E 8TH ST,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,N,N,123,4,06,1176533,1896669,41.871811901999997,-87.627340673999996,"(41.871811902, -87.627340674)"
JC143454,02/07/2019 11:05:00 AM,0000X S SPRINGFIELD AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,Y,N,1122,28,18,1150397,1899623,41.880467803999998,-87.723219725000007,"(41.880467804, -87.723219725)"
JC143471,02/07/2019 11:09:00 AM,006XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,N,N,1834,42,06,1177327,1904307,41.892753030999998,-87.624193895999994,"(41.892753031, -87.624193896)"
JC143626,02/07/2019 11:10:00 AM,001XX N STATE ST,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,111,42,08A,1176352,1900918,41.883475490999999,-87.627876968999999,"(41.883475491, -87.627876969)"
JC143506,02/07/2019 11:13:00 AM,007XX N RIDGEWAY AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,Y,N,1112,27,18,1151252,1904776,41.894591452999997,-87.719944972999997,"(41.894591453, -87.719944973)"
JC143516,02/07/2019 11:15:00 AM,0000X N KEELER AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,Y,N,1115,28,18,1148390,1899802,41.880997915999998,-87.730584680000007,"(41.880997916, -87.73058468)"
JC143507,02/07/2019 11:15:00 AM,002XX S DESPLAINES ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),N,N,121,42,06,1171966,1899235,41.878955034999997,-87.644032179999996,"(41.878955035, -87.64403218)"
JC143527,02/07/2019 11:24:00 AM,005XX S WASHTENAW AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,Y,N,1135,28,18,1158447,1897533,41.874571801999998,-87.693717996000004,"(41.874571802, -87.693717996)"
JC143543,02/07/2019 11:25:00 AM,003XX E WACKER DR,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,N,N,114,42,26,1178335,1902515,41.887812777000001,-87.620546628000000,"(41.887812777, -87.620546628)"
JC143479,02/07/2019 11:34:00 AM,026XX W CERMAK RD,0610,BURGLARY,FORCIBLE ENTRY,OTHER,N,N,1023,24,05,1159057,1889295,41.851953399000003,-87.691704389999998,"(41.851953399, -87.69170439)"
JC143501,02/07/2019 11:38:00 AM,001XX N WABASH AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,Y,N,111,42,26,1176785,1901611,41.885367342000002,-87.626266013000006,"(41.885367342, -87.626266013)"
JC145006,02/07/2019 12:00:00 PM,018XX W JACKSON BLVD,5004,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,APARTMENT,N,N,1225,27,17,1164248,1898656,41.877532811000002,-87.672387518999997,"(41.877532811, -87.672387519)"
JC143557,02/07/2019 12:04:00 PM,031XX W MADISON ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,Y,N,1124,28,18,1155481,1899851,41.880992763999998,-87.704545543999998,"(41.880992764, -87.704545544)"
JC143646,02/07/2019 12:10:00 PM,002XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,114,42,06,1177256,1901915,41.886190872000000,-87.624527215000001,"(41.886190872, -87.624527215)"
JC143553,02/07/2019 12:23:00 PM,025XX W 21ST ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,Y,N,1023,24,18,1159713,1889987,41.853838844000002,-87.689277638999997,"(41.853838844, -87.689277639)"
JC143904,02/07/2019 12:30:00 PM,022XX S ST LOUIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT/GARAGE(NON.RESID.),N,N,1024,22,14,1153384,1888887,41.850948232000000,-87.712536759000002,"(41.850948232, -87.712536759)"
JC148034,02/07/2019 12:45:00 PM,007XX N PULASKI RD,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",N,N,1111,37,08A,1149590,1904648,41.894272651000001,-87.726052394000007,"(41.894272651, -87.726052394)"
JC143552,02/07/2019 12:49:00 PM,0000X W WACKER DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,SMALL RETAIL STORE,N,N,111,42,11,1176020,1902133,41.886817000999997,-87.629059468999998,"(41.886817001, -87.629059469)"
JC147082,02/07/2019 12:58:00 PM,001XX E WACKER DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,N,N,114,42,11,1177454,1902645,41.888189539000003,-87.623777955999998,"(41.888189539, -87.623777956)"
JC143785,02/07/2019 01:00:00 PM,001XX N MICHIGAN AVE,031A,ROBBERY,ARMED: HANDGUN,OTHER,N,N,114,42,03,1177276,1901405,41.884790950999999,-87.624469241000000,"(41.884790951, -87.624469241)"
JC143614,02/07/2019 01:04:00 PM,039XX W MONROE ST,2027,NARCOTICS,POSS: CRACK,ALLEY,Y,N,1122,28,18,1150232,1899373,41.879784993000001,-87.723832113000000,"(41.879784993, -87.723832113)"
JC143599,02/07/2019 01:10:00 PM,0000X S STATE ST,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,N,N,112,42,06,1176389,1900278,41.881718460000002,-87.627760425999995,"(41.88171846, -87.627760426)"
JC143643,02/07/2019 01:14:00 PM,0000X S STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,112,42,06,1176390,1900234,41.881597698999997,-87.627758082000000,"(41.881597699, -87.627758082)"
JC143671,02/07/2019 01:30:00 PM,0000X W HUBBARD ST,0810,THEFT,OVER $500,RESTAURANT,N,N,1831,42,06,1176165,1903315,41.890057206000002,-87.628491342000004,"(41.890057206, -87.628491342)"
JC143651,02/07/2019 01:38:00 PM,011XX S CLARK ST,0870,THEFT,POCKET-PICKING,DEPARTMENT STORE,N,N,123,4,06,1175696,1895352,41.868216820000001,-87.630453200000005,"(41.86821682, -87.6304532)"
JC143659,02/07/2019 01:40:00 PM,014XX S AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1011,24,08B,1150946,1892753,41.861605017999999,-87.721383673999995,"(41.861605018, -87.721383674)"
JC143670,02/07/2019 01:51:00 PM,027XX W CERMAK RD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,Y,N,1023,12,18,1158266,1889275,41.851914698999998,-87.694608126000006,"(41.851914699, -87.694608126)"
JC144863,02/07/2019 02:00:00 PM,011XX S INDEPENDENCE BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1133,24,06,1151264,1894914,41.867528825999997,-87.720159686000002,"(41.867528826, -87.720159686)"
JC143678,02/07/2019 02:12:00 PM,006XX N TRUMBULL AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,Y,N,1121,27,18,1153268,1903972,41.892345409999997,-87.712562106999997,"(41.89234541, -87.712562107)"
JC143693,02/07/2019 02:18:00 PM,032XX W 16TH ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,Y,N,1022,24,18,1154876,1891856,41.859065776000001,-87.706981284999998,"(41.859065776, -87.706981285)"
JC143758,02/07/2019 02:22:00 PM,005XX W ADAMS ST,2820,OTHER OFFENSE,TELEPHONE THREAT,COLLEGE/UNIVERSITY RESIDENCE HALL,N,N,121,42,08A,1172616,1899360,41.879283692999998,-87.641641820999993,"(41.879283693, -87.641641821)"
JC143886,02/07/2019 02:30:00 PM,001XX W RANDOLPH ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,N,Y,122,42,04A,1175414,1901275,41.884476225999997,-87.631310612999997,"(41.884476226, -87.631310613)"
JC143705,02/07/2019 02:47:00 PM,018XX S TROY ST,0460,BATTERY,SIMPLE,APARTMENT,N,Y,1022,24,08B,1155651,1890796,41.856141469000001,-87.704165008999993,"(41.856141469, -87.704165009)"
JC143731,02/07/2019 02:50:00 PM,032XX W 16TH ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,Y,N,1022,24,18,1154876,1891856,41.859065776000001,-87.706981284999998,"(41.859065776, -87.706981285)"
JC143724,02/07/2019 02:50:00 PM,015XX S ST LOUIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1021,24,08B,1153286,1892287,41.860280170999999,-87.712806259000004,"(41.860280171, -87.712806259)"
JC146062,02/07/2019 03:00:00 PM,0000X W WASHINGTON ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,N,N,111,42,06,1176147,1900823,41.883219427000000,-87.628632600000003,"(41.883219427, -87.6286326)"
JC144746,02/07/2019 03:00:00 PM,040XX W POLK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),N,N,1132,24,14,1149648,1896141,41.870927379000001,-87.726060462999996,"(41.870927379, -87.726060463)"
JC143852,02/07/2019 03:00:00 PM,007XX S ALBANY AVE,0460,BATTERY,SIMPLE,APARTMENT,N,N,1134,28,08B,1155810,1896722,41.872399850000001,-87.703421797000004,"(41.87239985, -87.703421797)"
JC143751,02/07/2019 03:13:00 PM,039XX W VAN BUREN ST,0810,THEFT,OVER $500,RESIDENCE,N,N,1132,28,06,1150245,1897735,41.875289885000001,-87.723827091000004,"(41.875289885, -87.723827091)"
JC143808,02/07/2019 03:30:00 PM,007XX S ALBANY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,1134,28,08A,1155810,1896722,41.872399850000001,-87.703421797000004,"(41.87239985, -87.703421797)"
JC143897,02/07/2019 03:49:00 PM,032XX W MAYPOLE AVE,0560,ASSAULT,SIMPLE,APARTMENT,Y,N,1123,28,08A,1154770,1900800,41.883611180000003,-87.707130872999997,"(41.88361118, -87.707130873)"
JC144214,02/07/2019 03:50:00 PM,014XX W GRAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1215,1,08B,1166821,1903592,41.891022808000002,-87.662798569000003,"(41.891022808, -87.662798569)"
JC144633,02/07/2019 04:00:00 PM,016XX S LOOMIS ST,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,N,N,1233,25,05,1167303,1892047,41.859332066000000,-87.661360369999997,"(41.859332066, -87.66136037)"
JC144886,02/07/2019 04:00:00 PM,014XX S KOSTNER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1011,24,11,1147285,1892728,41.861607235999998,-87.734823319000000,"(41.861607236, -87.734823319)"
JC144486,02/07/2019 04:00:00 PM,016XX S HOMAN AVE,0460,BATTERY,SIMPLE,STREET,N,N,1021,24,08B,1153969,1891610,41.858408832999999,-87.710317157999995,"(41.858408833, -87.710317158)"
JC143875,02/07/2019 04:15:00 PM,016XX S PULASKI RD,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1014,24,08B,1149988,1891432,41.857998719000001,-87.724934712000007,"(41.857998719, -87.724934712)"
JC143869,02/07/2019 04:15:00 PM,004XX S CLINTON ST,0810,THEFT,OVER $500,CTA PLATFORM,N,N,121,25,06,1172799,1898209,41.876121224000002,-87.641003972999997,"(41.876121224, -87.641003973)"
JC144874,02/07/2019 04:15:00 PM,036XX W ROOSEVELT RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,1133,24,08B,1152475,1894470,41.866286617999997,-87.715725606999996,"(41.866286618, -87.715725607)"
JC144750,02/07/2019 04:45:00 PM,003XX N WOLCOTT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1223,27,14,1163681,1902280,41.887489330000001,-87.674367214000000,"(41.88748933, -87.674367214)"
JC144013,02/07/2019 05:00:00 PM,003XX S DEARBORN ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA PLATFORM,Y,N,113,4,26,1175986,1898799,41.877669079999997,-87.629284765999998,"(41.87766908, -87.629284766)"
JC144155,02/07/2019 05:15:00 PM,001XX W LAKE ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,N,N,122,42,06,1175401,1901736,41.885741529000001,-87.631344502999994,"(41.885741529, -87.631344503)"
JC144156,02/07/2019 05:15:00 PM,001XX W LAKE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA TRAIN,N,N,122,42,11,1175401,1901736,41.885741529000001,-87.631344502999994,"(41.885741529, -87.631344503)"
JC143993,02/07/2019 05:25:00 PM,031XX W MONROE ST,0560,ASSAULT,SIMPLE,APARTMENT,Y,N,1124,28,08A,1155683,1899372,41.879674276000003,-87.703816712000005,"(41.879674276, -87.703816712)"
JC144530,02/07/2019 05:45:00 PM,007XX S OAKLEY BLVD,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",N,N,1225,28,08B,1161172,1896629,41.872034984000003,-87.683738094000006,"(41.872034984, -87.683738094)"
JC143982,02/07/2019 05:49:00 PM,003XX S WHIPPLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1124,28,08B,1156098,1898346,41.876850466999997,-87.702320584000006,"(41.876850467, -87.702320584)"
JC143990,02/07/2019 05:54:00 PM,019XX W POLK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,N,Y,1231,27,08B,1163813,1896459,41.871513235000002,-87.674046681999997,"(41.871513235, -87.674046682)"
JC145113,02/07/2019 06:00:00 PM,016XX W GRAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1215,1,07,1165155,1903554,41.890954094999998,-87.668918026000000,"(41.890954095, -87.668918026)"
JC144056,02/07/2019 06:15:00 PM,015XX W CERMAK RD,0560,ASSAULT,SIMPLE,STREET,N,N,1235,25,08A,1166384,1889499,41.852359812000003,-87.664806544000001,"(41.852359812, -87.664806544)"
JC144134,02/07/2019 06:20:00 PM,008XX S KARLOV AVE,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,RESIDENCE,N,N,1132,24,26,1149180,1895999,41.870546787000002,-87.727782349999998,"(41.870546787, -87.72778235)"
JC144240,02/07/2019 06:30:00 PM,001XX N DEARBORN ST,0330,ROBBERY,AGGRAVATED,CTA PLATFORM,N,N,111,42,03,1175928,1900994,41.883693592999997,-87.629431621999998,"(41.883693593, -87.629431622)"
JC144262,02/07/2019 06:45:00 PM,002XX N PEORIA ST,0810,THEFT,OVER $500,STREET,N,N,1214,27,06,1170369,1901817,41.886075267999999,-87.649820519000002,"(41.886075268, -87.649820519)"
JC144077,02/07/2019 06:54:00 PM,0000X E ADAMS ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,N,N,113,42,06,1176689,1899474,41.879505465000001,-87.626683154999995,"(41.879505465, -87.626683155)"
JC146162,02/07/2019 07:00:00 PM,007XX N CENTRAL PARK AVE,0890,THEFT,FROM BUILDING,OTHER,N,N,1121,27,06,1152252,1904639,41.894195834999998,-87.716275855999996,"(41.894195835, -87.716275856)"
JC144078,02/07/2019 07:00:00 PM,013XX W RANDOLPH ST,0810,THEFT,OVER $500,STREET,N,N,1224,27,06,1167730,1901073,41.884090948999997,-87.659532917000007,"(41.884090949, -87.659532917)"
JC144080,02/07/2019 07:06:00 PM,012XX S KEELER AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,Y,N,1011,24,18,1148575,1894188,41.865588877999997,-87.730050253000002,"(41.865588878, -87.730050253)"
JC144132,02/07/2019 07:07:00 PM,019XX W MADISON ST,0860,THEFT,RETAIL THEFT,SPORTS ARENA/STADIUM,Y,N,1223,27,06,1163655,1900042,41.881348623000001,-87.674525787999997,"(41.881348623, -87.674525788)"
JC147527,02/07/2019 07:20:00 PM,0000X S WABASH AVE,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,N,N,112,42,06,1176813,1900276,41.881703395999999,-87.626203587999996,"(41.881703396, -87.626203588)"
JC144116,02/07/2019 07:20:00 PM,016XX W MADISON ST,0460,BATTERY,SIMPLE,APARTMENT,N,N,1224,27,08B,1165476,1900090,41.881441785000000,-87.667837813999995,"(41.881441785, -87.667837814)"
JC144127,02/07/2019 07:25:00 PM,003XX N LOWER MICHIGAN AVE,2027,NARCOTICS,POSS: CRACK,STREET,Y,N,111,42,18,1177247,1902330,41.887329856999997,-87.624547676999995,"(41.887329857, -87.624547677)"
